classes;punition;date;motif;heure;eleve_id
5C;Mot dans le carnet;2023-09-25;nan;;ZULly18Ye8qIqxlESrMZN4R3TfPZ0Y_1jZrSn0neLq0
5C;Devoir supplémentaire;2023-09-25;nan;;ZULly18Ye8qIqxlESrMZN4R3TfPZ0Y_1jZrSn0neLq0
2C;Mot dans le carnet;2023-10-17;nan;;SZ5rg5IrisSLP9uUiHYDzbs6e5ZUnqGaHxMNEJ5DmTM
2C;Retenue;2023-10-17;nan;;SZ5rg5IrisSLP9uUiHYDzbs6e5ZUnqGaHxMNEJ5DmTM
2C;Exclusion de cours;2023-11-28;Agitation en classe;11:10:00;SZ5rg5IrisSLP9uUiHYDzbs6e5ZUnqGaHxMNEJ5DmTM
2C;Exclusion de cours;2024-01-10;Bavardages et manque de concentration.;12:50:00;SZ5rg5IrisSLP9uUiHYDzbs6e5ZUnqGaHxMNEJ5DmTM
2C;Retenue;2024-02-09;bavardage et manque de concentration;;SZ5rg5IrisSLP9uUiHYDzbs6e5ZUnqGaHxMNEJ5DmTM
2C;Exclusion de cours;2024-02-14;Attitude en classe;09:00:00;SZ5rg5IrisSLP9uUiHYDzbs6e5ZUnqGaHxMNEJ5DmTM
2C;Mot dans le carnet;2024-03-28;Attitude inadmissible en cours;;SZ5rg5IrisSLP9uUiHYDzbs6e5ZUnqGaHxMNEJ5DmTM
2C;Exclusion de cours;2024-04-08;atittude inadmissible,cumul d'insultes envers ses camarades de classe, ATTITUDE INACCEPTABLE EN CLASSE ENVERS LE PROFESSEUR;11:10:00;SZ5rg5IrisSLP9uUiHYDzbs6e5ZUnqGaHxMNEJ5DmTM
5A;Mot dans le carnet;2023-09-15;BAVARDAGES;;qrHVYcMjskoFpEVsQFCjYsiDI5zQDDQEDnQHhEjoPCk
5A;Mot dans le carnet;2023-09-19;Bavardages incessants ;;qrHVYcMjskoFpEVsQFCjYsiDI5zQDDQEDnQHhEjoPCk
5A;Mot dans le carnet;2023-09-21;Agitation en classe;;qrHVYcMjskoFpEVsQFCjYsiDI5zQDDQEDnQHhEjoPCk
5A;Mot dans le carnet;2023-10-09;bavardage et manque de concentration;;qrHVYcMjskoFpEVsQFCjYsiDI5zQDDQEDnQHhEjoPCk
5A;Retenue;2023-10-09;Agitation en classe, Bavardages incessants ;;qrHVYcMjskoFpEVsQFCjYsiDI5zQDDQEDnQHhEjoPCk
5A;Exclusion de cours;2023-10-12;a frapper son camarade de classe;13:50:00;qrHVYcMjskoFpEVsQFCjYsiDI5zQDDQEDnQHhEjoPCk
5A;Mot dans le carnet;2023-10-16;bavardage et manque de concentration;;qrHVYcMjskoFpEVsQFCjYsiDI5zQDDQEDnQHhEjoPCk
5A;Mot dans le carnet;2023-10-16;bavardage incessant;;qrHVYcMjskoFpEVsQFCjYsiDI5zQDDQEDnQHhEjoPCk
5A;Retenue;2023-11-20;ATTITUDE INACCEPTABLE EN CLASSE ENVERS LE PROFESSEUR, bavardages incessants;;qrHVYcMjskoFpEVsQFCjYsiDI5zQDDQEDnQHhEjoPCk
5A;Mot dans le carnet;2024-02-05;Devoirs non faits, oublie constant de matériel;;qrHVYcMjskoFpEVsQFCjYsiDI5zQDDQEDnQHhEjoPCk
5A;Mot dans le carnet;2024-02-16;Agitation en classe;;qrHVYcMjskoFpEVsQFCjYsiDI5zQDDQEDnQHhEjoPCk
5A;Mot dans le carnet;2024-02-19;bavardages incessants;;qrHVYcMjskoFpEVsQFCjYsiDI5zQDDQEDnQHhEjoPCk
5A;Exclusion de cours;2024-02-22;Agitation en classe, manque de respect;08:00:00;qrHVYcMjskoFpEVsQFCjYsiDI5zQDDQEDnQHhEjoPCk
5A;Mot dans le carnet;2024-03-14;jet de papiers sur ses camarades en classe;;qrHVYcMjskoFpEVsQFCjYsiDI5zQDDQEDnQHhEjoPCk
5A;Retenue;2024-04-05;Bavardages incessants, refus de faire son travail . Manque de concentration;;qrHVYcMjskoFpEVsQFCjYsiDI5zQDDQEDnQHhEjoPCk
5A;Mot dans le carnet;2024-05-24;Bavardages incessants ;;qrHVYcMjskoFpEVsQFCjYsiDI5zQDDQEDnQHhEjoPCk
5A;Mot dans le carnet;2024-06-03;oublie constant de matériel;;qrHVYcMjskoFpEVsQFCjYsiDI5zQDDQEDnQHhEjoPCk
5A;Mot dans le carnet;2024-06-06;nan;;qrHVYcMjskoFpEVsQFCjYsiDI5zQDDQEDnQHhEjoPCk
5B;Mot dans le carnet;2023-10-06;bavardages incessants;;2ELG_7LO4fkMxVurqy0qzYk-faXSbnB2RCmSLFoOICw
5B;Mot dans le carnet;2023-11-10;Dort en classe;;2ELG_7LO4fkMxVurqy0qzYk-faXSbnB2RCmSLFoOICw
5B;Mot dans le carnet;2023-11-24;Bavardages et manque de concentration.;;2ELG_7LO4fkMxVurqy0qzYk-faXSbnB2RCmSLFoOICw
5B;Mot dans le carnet;2023-12-01;Bavardages incessants ;;2ELG_7LO4fkMxVurqy0qzYk-faXSbnB2RCmSLFoOICw
5B;Mot dans le carnet;2023-12-08;nan;;2ELG_7LO4fkMxVurqy0qzYk-faXSbnB2RCmSLFoOICw
5B;Mot dans le carnet;2024-01-15;Bavardage incessant et manque de respect dans la classe;;2ELG_7LO4fkMxVurqy0qzYk-faXSbnB2RCmSLFoOICw
5B;Retenue;2024-01-30;Il bavarde sans cesse, sans respecter le déroulement du cours ni ses camarades de classe.;;2ELG_7LO4fkMxVurqy0qzYk-faXSbnB2RCmSLFoOICw
5B;Retenue;2024-02-13;a insulté son camarade de classe;;2ELG_7LO4fkMxVurqy0qzYk-faXSbnB2RCmSLFoOICw
5B;Mot dans le carnet;2024-02-20;Attitude en classe;;2ELG_7LO4fkMxVurqy0qzYk-faXSbnB2RCmSLFoOICw
5B;Mot dans le carnet;2024-04-02;Attitude en classe;;2ELG_7LO4fkMxVurqy0qzYk-faXSbnB2RCmSLFoOICw
5B;Mot dans le carnet;2024-04-19;manque de motivation et de travail;;2ELG_7LO4fkMxVurqy0qzYk-faXSbnB2RCmSLFoOICw
5B;Retenue;2024-06-05;nan;;2ELG_7LO4fkMxVurqy0qzYk-faXSbnB2RCmSLFoOICw
5B;Exclusion de cours;2024-06-05;Agitation en classe;10:10:00;2ELG_7LO4fkMxVurqy0qzYk-faXSbnB2RCmSLFoOICw
5B;Mot dans le carnet;2024-06-07;nan;;2ELG_7LO4fkMxVurqy0qzYk-faXSbnB2RCmSLFoOICw
5B;Mot dans le carnet;2023-11-24;Bavardages incessants ;;EBOvxm1RNuPgwDjVuZAPXRCnUS5xXABqILDF2XhzNg8
1B/C;Retenue;2023-10-12;Manque de respect envers le professeur;;isDwkg3qpzKsYY2tNCnBVk3eqC5huMqRulGsxLeWlEs
1B/C;Retenue;2023-12-07;insulte envers un enseignant;;isDwkg3qpzKsYY2tNCnBVk3eqC5huMqRulGsxLeWlEs
5B;Retenue;2023-09-26;Insulte un camarade;;wZ-b-Nnv1Zgm1eMTkZ59dMThSUg1armkAN80Ia4xkxk
5B;Mot dans le carnet;2023-11-24;Bavardages incessants. Un grand manque de concentra;;wZ-b-Nnv1Zgm1eMTkZ59dMThSUg1armkAN80Ia4xkxk
1B/C;Retenue;2023-10-04;Dessin de la table;;-NQ-j5jGc8q7NqwTdoI9rWLETxUtt0QrM4OMvL0yWFg
2C;Retenue;2023-10-04;Utilisation de télèphone, utilisation du téléphone en permanence;;6y1mx4tCsMbx2tJDL4CSYzWEVgR_7bssZO8AuBVFY5Q
2C;Exclusion de cours;2023-11-09;nan;10:10:00;6y1mx4tCsMbx2tJDL4CSYzWEVgR_7bssZO8AuBVFY5Q
2C;Retenue;2024-01-30;utilisation du portable;;6y1mx4tCsMbx2tJDL4CSYzWEVgR_7bssZO8AuBVFY5Q
2C;Exclusion de cours;2024-02-15;nan;10:10:00;6y1mx4tCsMbx2tJDL4CSYzWEVgR_7bssZO8AuBVFY5Q
2C;Retenue;2024-04-03;Utilisation de télèphone;;6y1mx4tCsMbx2tJDL4CSYzWEVgR_7bssZO8AuBVFY5Q
4B;Mot dans le carnet;2023-11-09;Bruit prémidité en classe et non reconnaissance de son erreur;;c5oDRXJbzGGC6V2p0gTkCmFYLQl1JwqlaQ7wRQkX5G8
4B;Mot dans le carnet;2023-12-01;ATTITUDE INACCEPTABLE EN CLASSE ENVERS LE PROFESSEUR;;c5oDRXJbzGGC6V2p0gTkCmFYLQl1JwqlaQ7wRQkX5G8
4B;Retenue;2024-05-23;Devoirs non faits;;c5oDRXJbzGGC6V2p0gTkCmFYLQl1JwqlaQ7wRQkX5G8
4B;Devoir supplémentaire;2024-05-27;Agitation en classe, bavardages incessants, Manque de respect envers le professeur;;c5oDRXJbzGGC6V2p0gTkCmFYLQl1JwqlaQ7wRQkX5G8
4B;Devoir supplémentaire;2024-05-31;Agitation en classe, ATTITUDE INACCEPTABLE EN CLASSE ENVERS LE PROFESSEUR, Bavardage et pertu un comportement de non respect inadmissible vis à vis du professeur lors du commencement de l'évaluation .;;c5oDRXJbzGGC6V2p0gTkCmFYLQl1JwqlaQ7wRQkX5G8
4B;Mot dans le carnet;2024-06-07;Agitation en classe, Attitude inadmissible en cours, Bavardages et moqueries;;c5oDRXJbzGGC6V2p0gTkCmFYLQl1JwqlaQ7wRQkX5G8
4B;Retenue;2023-09-21;Agitation en classe, ATTITUDE INACCEPTABLE EN CLASSE ENVERS LE PROFESSEUR;;vvEYSPZIRBhsU-aIoQbrBiTblqPWtG4GEOwIrVwJPY8
4B;Mot dans le carnet;2023-10-05;Agitation en classe;;vvEYSPZIRBhsU-aIoQbrBiTblqPWtG4GEOwIrVwJPY8
4B;Exclusion de cours;2023-10-06;Agitation en classe, ATTITUDE INACCEPTABLE EN CLASSE ENVERS LE PROFESSEUR;15:00:00;vvEYSPZIRBhsU-aIoQbrBiTblqPWtG4GEOwIrVwJPY8
4B;Mot dans le carnet;2023-12-05;Attitude inadmissible en cours;;vvEYSPZIRBhsU-aIoQbrBiTblqPWtG4GEOwIrVwJPY8
4B;Mot dans le carnet;2024-01-12;bavardage et manque de concentration;;vvEYSPZIRBhsU-aIoQbrBiTblqPWtG4GEOwIrVwJPY8
4B;Retenue;2024-02-06;Matériel manquant;;vvEYSPZIRBhsU-aIoQbrBiTblqPWtG4GEOwIrVwJPY8
4B;Mot dans le carnet;2024-02-14;attitude inacceptable;;vvEYSPZIRBhsU-aIoQbrBiTblqPWtG4GEOwIrVwJPY8
4B;Retenue;2024-02-21;nan;;vvEYSPZIRBhsU-aIoQbrBiTblqPWtG4GEOwIrVwJPY8
4B;Mot dans le carnet;2024-04-24;Bavardages incessants ;;vvEYSPZIRBhsU-aIoQbrBiTblqPWtG4GEOwIrVwJPY8
4B;Mot dans le carnet;2024-04-26;Bavardages incessants , manque de respect;;vvEYSPZIRBhsU-aIoQbrBiTblqPWtG4GEOwIrVwJPY8
4B;Mot dans le carnet;2024-05-15;Bavardages incessants. Un grand manque de concentration. Perturbation du cours.Manque de carnet.;;vvEYSPZIRBhsU-aIoQbrBiTblqPWtG4GEOwIrVwJPY8
4B;Devoir supplémentaire;2024-05-22;Agitation en classe, Bavardages incessants comme d'habitude. Un grand manque de concentration. manque de carnet. Perturbation du cours, Utilisation du téléphone en classe, pendant le cours.;;vvEYSPZIRBhsU-aIoQbrBiTblqPWtG4GEOwIrVwJPY8
4B;Devoir supplémentaire;2024-05-27;mange en cours, non concentrer en classe, non respect les réglement intérieur de l'école, Perturbe le cours de façon répétée malgrè les avertissements du professeur;;vvEYSPZIRBhsU-aIoQbrBiTblqPWtG4GEOwIrVwJPY8
4B;Devoir supplémentaire;2024-06-05;ATTITUDE INACCEPTABLE ENVERS L'ENSEIGNANT ET MANQUE DE RESPECT, Bavardage incessant et manque de respect dans la classe;;vvEYSPZIRBhsU-aIoQbrBiTblqPWtG4GEOwIrVwJPY8
4B;Devoir supplémentaire;2024-06-05;a frapper son camarade de classe, Agitation en classe, ATTITUDE INACCEPTABLE EN CLASSE ENVERS LE PROFESSEUR, bavardage et manque de concentration;;vvEYSPZIRBhsU-aIoQbrBiTblqPWtG4GEOwIrVwJPY8
4B;Devoir supplémentaire;2024-06-07;Agitation en classe, ATTITUDE INACCEPTABLE ENVERS L'ENSEIGNANT ET MANQUE DE RESPECT;;vvEYSPZIRBhsU-aIoQbrBiTblqPWtG4GEOwIrVwJPY8
4B;Exclusion de cours;2024-06-14;nan;08:00:00;vvEYSPZIRBhsU-aIoQbrBiTblqPWtG4GEOwIrVwJPY8
4A;Mot dans le carnet;2023-12-07;bavardage;;n5N9nCNvwq1X_JmWzDuQq4B7zhadASmZy_96EuiTti8
4B;Mot dans le carnet;2024-06-05;Agitation en classe, bavardage incessant;;njv6L7PjTPiiL8E3C3NE1q_V5SoNvREco2oOfRydpc0
2A;Devoir supplémentaire;2023-10-10;nan;;Hvzmr5ssE3NzMtrxHphQdwQFkT9tg2sH_rfMDp1eHD0
2A;Mot dans le carnet;2024-05-13;Dissipation;;Hvzmr5ssE3NzMtrxHphQdwQFkT9tg2sH_rfMDp1eHD0
6A;Mot dans le carnet;2024-03-27;Attitude en classe;;6Ju8_BuXENXSQ8W5aBANAw55NMhQL_GlyyGwasCgras
3A;Retenue;2023-11-21;utilisation du téléphone en permanence;;oyP5-Y2fcIfSi40vQSjCqU8gsIYP1m8VY3xCP3VgXWs
6B;Mot dans le carnet;2024-02-15;nan;;F7jvfA1sfJRS4hoeBAckWXKtmijLJ1-N826fAJ-Mcu4
6B;Mot dans le carnet;2024-04-15;nan;;F7jvfA1sfJRS4hoeBAckWXKtmijLJ1-N826fAJ-Mcu4
6B;Mot dans le carnet;2024-04-16;Attitude en classe;;F7jvfA1sfJRS4hoeBAckWXKtmijLJ1-N826fAJ-Mcu4
6B;Mot dans le carnet;2024-05-28;bavardage incessant;;F7jvfA1sfJRS4hoeBAckWXKtmijLJ1-N826fAJ-Mcu4
6A;Mot dans le carnet;2024-02-02;nan;;1dWENieZ42-ji5mFhv3t4euQvEt0W1BrwMj5O-vsMKg
6A;Mot dans le carnet;2024-04-01;nan;;1dWENieZ42-ji5mFhv3t4euQvEt0W1BrwMj5O-vsMKg
6A;Mot dans le carnet;2024-04-05;bavardage incessant;;1dWENieZ42-ji5mFhv3t4euQvEt0W1BrwMj5O-vsMKg
6A;Mot dans le carnet;2024-04-15;bavardage incessant;;1dWENieZ42-ji5mFhv3t4euQvEt0W1BrwMj5O-vsMKg
6A;Mot dans le carnet;2024-05-31;Attitude en classe;;1dWENieZ42-ji5mFhv3t4euQvEt0W1BrwMj5O-vsMKg
3B;Mot dans le carnet;2024-04-19;Attitude en classe;;5F2sila9LKzglFUiXxyxsn53xpJ3EVER4ccFw3Nsyfo
3B;Mot dans le carnet;2024-05-17;bavardage incessant;;5F2sila9LKzglFUiXxyxsn53xpJ3EVER4ccFw3Nsyfo
3B;Exclusion de cours;2024-06-06;Bavardages incessants ;15:00:00;5F2sila9LKzglFUiXxyxsn53xpJ3EVER4ccFw3Nsyfo
3B;Mot dans le carnet;2023-09-21;Bavardages incessants ;;BskYKiPp0xIMHrlbWWJWcJWdl_thT7Xyx5gbYpS3Ln4
3B;Retenue;2023-12-11;travail non fait;;BskYKiPp0xIMHrlbWWJWcJWdl_thT7Xyx5gbYpS3Ln4
3B;Mot dans le carnet;2024-04-15;travail non fait;;BskYKiPp0xIMHrlbWWJWcJWdl_thT7Xyx5gbYpS3Ln4
2B;Mot dans le carnet;2024-02-13;Exclusion;;zfNU0dkyiDnPz_lAFT9sy03U1vM81d8M-lUjQZs7gig
2B;Mot dans le carnet;2024-05-15;Utilisation de téléphone portable;;zfNU0dkyiDnPz_lAFT9sy03U1vM81d8M-lUjQZs7gig
5C;Mot dans le carnet;2023-11-29;bavardages incessants;;26h7fJ37R3KmyV9wgTBh8bLMVL0QNPkV-_Hwe682yhs
5C;Mot dans le carnet;2023-12-14;bavardage et manque de concentration;;26h7fJ37R3KmyV9wgTBh8bLMVL0QNPkV-_Hwe682yhs
5C;Mot dans le carnet;2023-12-21;a mis la veste de sa camarade par terre derrière la batterie avant de sortire., absence de matériel, Agitation en classe, AGUINAN Rayan , a déclaré qu'il se foute des cours d'éducation musicale en pleine classe d'une manière grossière !après l'avoir averti pour l'absence récurrente de son cahier de classe   ,et ce depuis la fin du premier trimestre  , + il ne sort jamais son carnet de correspondance ., arrive en retard à l'intercours , atittude inadmissible,cumul d'insultes envers ses camarades de classe, ATTITUDE INACCEPTABLE EN CLASSE ENVERS LE PROFESSEUR, Baraa a lance un papier à un autre éléve trés loin de lui en classe., BAVARDAGES, Bavardages incessants comme d'habitude. Un grand manque de concentration. manque de carnet. Perturbation du cours;;26h7fJ37R3KmyV9wgTBh8bLMVL0QNPkV-_Hwe682yhs
3A;Mot dans le carnet;2023-09-15;manque de concentration;;4NDtG4Bgwsa_zyvVNoaBD_bOn-19Hu0jGjZc5UFk5UA
3A;Retenue;2023-10-06;+, attitude inacceptable;;4NDtG4Bgwsa_zyvVNoaBD_bOn-19Hu0jGjZc5UFk5UA
3A;Mot dans le carnet;2023-10-17;nan;;4NDtG4Bgwsa_zyvVNoaBD_bOn-19Hu0jGjZc5UFk5UA
3A;Mot dans le carnet;2023-11-27;Bavardages et manque de concentration.;;4NDtG4Bgwsa_zyvVNoaBD_bOn-19Hu0jGjZc5UFk5UA
3A;Mot dans le carnet;2023-11-30;bavardage incessant;;4NDtG4Bgwsa_zyvVNoaBD_bOn-19Hu0jGjZc5UFk5UA
3A;Mot dans le carnet;2024-01-15;Attitude en classe;;4NDtG4Bgwsa_zyvVNoaBD_bOn-19Hu0jGjZc5UFk5UA
3A;Mot dans le carnet;2024-01-30;Bavardages et manque de concentration.;;4NDtG4Bgwsa_zyvVNoaBD_bOn-19Hu0jGjZc5UFk5UA
3A;Mot dans le carnet;2024-04-04;Perturbe le cours de façon répétée malgrè les avertissements du professeur;;4NDtG4Bgwsa_zyvVNoaBD_bOn-19Hu0jGjZc5UFk5UA
3A;Mot dans le carnet;2024-04-22;Jet de papiers toilettes;;4NDtG4Bgwsa_zyvVNoaBD_bOn-19Hu0jGjZc5UFk5UA
3A;Mot dans le carnet;2024-05-16;Attitude inadmissible en cours;;4NDtG4Bgwsa_zyvVNoaBD_bOn-19Hu0jGjZc5UFk5UA
4A;Mot dans le carnet;2024-01-17;attitude ;;4ZUPLqVm6yVn_jE_XhilRHDNPffW1QlYgZXaaBk47_c
4A;Mot dans le carnet;2024-03-12;BAVARDAGES;;4ZUPLqVm6yVn_jE_XhilRHDNPffW1QlYgZXaaBk47_c
4A;Mot dans le carnet;2024-04-19;Refus des consignes;;4ZUPLqVm6yVn_jE_XhilRHDNPffW1QlYgZXaaBk47_c
6A;Mot dans le carnet;2024-02-02;Bavardage incessant et manque de respect dans la classe, cumul d'attitude inadmissible,manque de respect,insolence.;;jPMRrNKroE3aDCFmnFArPKej-L_t_9rIJlE_61y6oj0
6A;Retenue;2024-02-02;Agitation en classe;;jPMRrNKroE3aDCFmnFArPKej-L_t_9rIJlE_61y6oj0
6A;Mot dans le carnet;2024-02-15;Attitude inadmissible en cours;;jPMRrNKroE3aDCFmnFArPKej-L_t_9rIJlE_61y6oj0
6A;Mot dans le carnet;2024-03-25;prendre de la parole sans permission malgré les plusieurs avertissement de prof et cela pertube le deroulement de cours.;;jPMRrNKroE3aDCFmnFArPKej-L_t_9rIJlE_61y6oj0
6A;Mot dans le carnet;2024-06-03;Incivisme;;jPMRrNKroE3aDCFmnFArPKej-L_t_9rIJlE_61y6oj0
Terminale;Mot dans le carnet;2024-02-01;Comportement inacceptable en classe;;I2KmtjeMQLPGFw2WOuJwjnM8I6knZ1F1tnMOD0weOq4
2A;Mot dans le carnet;2023-10-06;Attitude en classe;;lnBDyHr0Zh-SQqFikz-BsTuCUYzreZJSqbqIFmbCmm0
2A;Devoir supplémentaire;2023-10-10;nan;;lnBDyHr0Zh-SQqFikz-BsTuCUYzreZJSqbqIFmbCmm0
2A;Mot dans le carnet;2023-11-30;Attitude en classe;;lnBDyHr0Zh-SQqFikz-BsTuCUYzreZJSqbqIFmbCmm0
2A;Mot dans le carnet;2023-12-14;attitude inacceptable;;lnBDyHr0Zh-SQqFikz-BsTuCUYzreZJSqbqIFmbCmm0
2A;Retenue;2023-12-14;attitude inacceptable;;lnBDyHr0Zh-SQqFikz-BsTuCUYzreZJSqbqIFmbCmm0
6A;Mot dans le carnet;2023-09-22;Bavardages incessants ;;m1clfb37wTY8-an9M4MouKKh69FZRSa6NcXX_jcZ9VE
6A;Mot dans le carnet;2024-01-19;Changement de place sans autorisation;;m1clfb37wTY8-an9M4MouKKh69FZRSa6NcXX_jcZ9VE
6A;Mot dans le carnet;2024-03-18;Bavardages incessants ;;m1clfb37wTY8-an9M4MouKKh69FZRSa6NcXX_jcZ9VE
6A;Mot dans le carnet;2024-04-15;bavardage incessant;;m1clfb37wTY8-an9M4MouKKh69FZRSa6NcXX_jcZ9VE
6A;Mot dans le carnet;2024-05-31;Attitude en classe;;m1clfb37wTY8-an9M4MouKKh69FZRSa6NcXX_jcZ9VE
2A;Mot dans le carnet;2023-12-14;Attitude en classe;;lqHV3fJ1ADTENx6RAem9RS-W70N4OPFrDG8f8Zyvz2o
2A;Mot dans le carnet;2024-05-23;Attitude en classe;;lqHV3fJ1ADTENx6RAem9RS-W70N4OPFrDG8f8Zyvz2o
2A;Mot dans le carnet;2024-05-27;manque de motivation et de travail;;lqHV3fJ1ADTENx6RAem9RS-W70N4OPFrDG8f8Zyvz2o
Terminale;Exclusion de cours;2024-04-03;absence de matériel;12:50:00;OBvrrUC-OG8Rgbit2mVYSkI3R9HWBUYfQbWlPOTvFfk
2A;Mot dans le carnet;2023-10-09;Attitude en classe;;_K8Qy5HT8_u948Z6ForrEnFtdpm2RS1ngI0_18vrIgA
6A;Mot dans le carnet;2023-09-22;Devoirs non faits;;hR-GW2zQZZltTNpqS3nmpXZZrGgGks8gWGYRHDMI3-Q
6A;Retenue;2023-11-10;oublis de carnet;;hR-GW2zQZZltTNpqS3nmpXZZrGgGks8gWGYRHDMI3-Q
6A;Mot dans le carnet;2023-12-07;bavardage incessant;;hR-GW2zQZZltTNpqS3nmpXZZrGgGks8gWGYRHDMI3-Q
6A;Mot dans le carnet;2023-12-08;nan;;hR-GW2zQZZltTNpqS3nmpXZZrGgGks8gWGYRHDMI3-Q
6A;Mot dans le carnet;2024-01-12;devoir non rendu;;hR-GW2zQZZltTNpqS3nmpXZZrGgGks8gWGYRHDMI3-Q
6A;Retenue;2024-01-18;Attitude inadmissible en cours;;hR-GW2zQZZltTNpqS3nmpXZZrGgGks8gWGYRHDMI3-Q
6A;Mot dans le carnet;2024-01-29;Dégradation;;hR-GW2zQZZltTNpqS3nmpXZZrGgGks8gWGYRHDMI3-Q
6A;Mot dans le carnet;2024-02-15;Attitude inadmissible en cours;;hR-GW2zQZZltTNpqS3nmpXZZrGgGks8gWGYRHDMI3-Q
6A;Retenue;2024-03-22;il a seché l'heure de permanence et il jouait le foot au plateau sportif sans autorisation et sans surveillance;;hR-GW2zQZZltTNpqS3nmpXZZrGgGks8gWGYRHDMI3-Q
6A;Exclusion de cours;2024-04-05;Attitude en classe;08:00:00;hR-GW2zQZZltTNpqS3nmpXZZrGgGks8gWGYRHDMI3-Q
6A;Retenue;2024-05-20;ATTITUDE INACCEPTABLE EN CLASSE ENVERS LE PROFESSEUR;;hR-GW2zQZZltTNpqS3nmpXZZrGgGks8gWGYRHDMI3-Q
6A;Mot dans le carnet;2024-06-05;a frapper son camarade de classe;;hR-GW2zQZZltTNpqS3nmpXZZrGgGks8gWGYRHDMI3-Q
2A;Devoir supplémentaire;2023-10-10;nan;;cVU7GseiHMC-TWyq2kaAIhRcIiWPsk_5L5usOVadFXY
2A;Mot dans le carnet;2023-10-19;Attitude en classe;;cVU7GseiHMC-TWyq2kaAIhRcIiWPsk_5L5usOVadFXY
2A;Mot dans le carnet;2023-12-14;Attitude en classe;;cVU7GseiHMC-TWyq2kaAIhRcIiWPsk_5L5usOVadFXY
2A;Mot dans le carnet;2024-05-13;Dissipation;;cVU7GseiHMC-TWyq2kaAIhRcIiWPsk_5L5usOVadFXY
2B;Mot dans le carnet;2023-09-07;attitude inacceptable;;D126CQs_qdRdmumGvHlEj-o915Lir5QU-yjYBqjrcrM
2B;Exclusion de cours;2023-11-24;Agitation en classe;09:00:00;D126CQs_qdRdmumGvHlEj-o915Lir5QU-yjYBqjrcrM
2B;Retenue;2023-11-30;Agitation en classe;;D126CQs_qdRdmumGvHlEj-o915Lir5QU-yjYBqjrcrM
2B;Retenue;2023-12-12;utilisation du portable;;D126CQs_qdRdmumGvHlEj-o915Lir5QU-yjYBqjrcrM
2B;Exclusion de cours;2024-03-29;bavardage et manque de concentration;09:00:00;D126CQs_qdRdmumGvHlEj-o915Lir5QU-yjYBqjrcrM
3A;Mot dans le carnet;2023-09-15;manque de concentration;;YtuJxkutFaNfFHc_xKn5PdIY1DrbbyBB9EEvcKIaRz8
5C;Devoir supplémentaire;2023-09-25;nan;;aqY7fEhKVm_10N6XdS74Wb5jXrDYuOSdKGovnyC7Si8
5C;Mot dans le carnet;2024-02-09;Bavardages incessants comme d'habitude. Un grand manque de concentration. manque de carnet. Perturbation du cours;;aqY7fEhKVm_10N6XdS74Wb5jXrDYuOSdKGovnyC7Si8
5C;Mot dans le carnet;2024-04-16;Bavardages et manque de concentration.;;aqY7fEhKVm_10N6XdS74Wb5jXrDYuOSdKGovnyC7Si8
5C;Mot dans le carnet;2024-04-18;nan;;aqY7fEhKVm_10N6XdS74Wb5jXrDYuOSdKGovnyC7Si8
5C;Exclusion de cours;2024-04-18;nan;09:00:00;aqY7fEhKVm_10N6XdS74Wb5jXrDYuOSdKGovnyC7Si8
3A;Mot dans le carnet;2023-09-15;manque de concentration;;1cSJAlnIlvPr6IuRL9sK5lV5sXikHn8UXtF8cDcNKzQ
3A;Mot dans le carnet;2023-10-19;nan;;1cSJAlnIlvPr6IuRL9sK5lV5sXikHn8UXtF8cDcNKzQ
3B;Mot dans le carnet;2024-01-22;Attitude en classe;;IoWYVKZn2CGNx-VZ5dL0YckjmAdY7TE-cVdnI4dPvjc
3B;Retenue;2024-01-25;Utilisation de télèphone;;IoWYVKZn2CGNx-VZ5dL0YckjmAdY7TE-cVdnI4dPvjc
3B;Exclusion de cours;2024-01-25;BAVARDAGES;15:00:00;IoWYVKZn2CGNx-VZ5dL0YckjmAdY7TE-cVdnI4dPvjc
3B;Retenue;2024-02-08;Devoirs non faits;;IoWYVKZn2CGNx-VZ5dL0YckjmAdY7TE-cVdnI4dPvjc
3B;Retenue;2024-02-15;travail non fait;;IoWYVKZn2CGNx-VZ5dL0YckjmAdY7TE-cVdnI4dPvjc
3B;Retenue;2024-03-28;Utilisation du téléphone portable dans la cour;;IoWYVKZn2CGNx-VZ5dL0YckjmAdY7TE-cVdnI4dPvjc
3B;Mot dans le carnet;2024-04-02;Utilisation de téléphone portable;;IoWYVKZn2CGNx-VZ5dL0YckjmAdY7TE-cVdnI4dPvjc
3B;Retenue;2024-04-05;Attitude en classe;;IoWYVKZn2CGNx-VZ5dL0YckjmAdY7TE-cVdnI4dPvjc
3B;Mot dans le carnet;2024-04-17;travail non fait;;IoWYVKZn2CGNx-VZ5dL0YckjmAdY7TE-cVdnI4dPvjc
3B;Mot dans le carnet;2024-04-19;Utilisation de telephone;;IoWYVKZn2CGNx-VZ5dL0YckjmAdY7TE-cVdnI4dPvjc
6A;Mot dans le carnet;2023-09-22;Devoirs non faits;;NkINpUUkv8Yn3mBLdIWseVXy9EdGH4IPFEXTNl3Szbw
6A;Mot dans le carnet;2023-11-20;Devoirs non faits, oublie constant de matériel;;NkINpUUkv8Yn3mBLdIWseVXy9EdGH4IPFEXTNl3Szbw
