classes;motif;regle;date;heure;duree;eleve_id
Terminale;PROBLEME DE TRANSPORT;O;2024-02-20;08:00:00;00:05:00;PUBBaMLuOB_iJoE-3YuuMbQmTy3iV-Oi1fsDL6yEjI0
Terminale;PROBLEME DE TRANSPORT;O;2024-03-19;08:00:00;00:05:00;PUBBaMLuOB_iJoE-3YuuMbQmTy3iV-Oi1fsDL6yEjI0
Terminale;PROBLEME DE TRANSPORT;O;2024-03-25;08:00:00;00:05:00;PUBBaMLuOB_iJoE-3YuuMbQmTy3iV-Oi1fsDL6yEjI0
Terminale;PROBLEME DE TRANSPORT;O;2024-04-01;08:00:00;00:05:00;PUBBaMLuOB_iJoE-3YuuMbQmTy3iV-Oi1fsDL6yEjI0
Terminale;PROBLEME DE TRANSPORT;O;2024-04-02;08:00:00;00:05:00;PUBBaMLuOB_iJoE-3YuuMbQmTy3iV-Oi1fsDL6yEjI0
Terminale;PROBLEME DE TRANSPORT;O;2024-04-09;08:00:00;00:05:00;PUBBaMLuOB_iJoE-3YuuMbQmTy3iV-Oi1fsDL6yEjI0
4B;SANS EXCUSES;O;2023-09-14;16:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;PROBLEME DE TRANSPORT;O;2023-10-12;08:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;SANS EXCUSES;O;2023-11-08;09:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;SANS EXCUSES;O;2023-11-09;15:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;SANS EXCUSES;O;2023-12-12;10:10:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;SANS EXCUSES;O;2023-12-19;16:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;SANS EXCUSES;O;2024-01-23;10:10:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;PROBLEME DE TRANSPORT;O;2024-01-25;08:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;SANS EXCUSES;O;2024-01-29;15:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;SANS EXCUSES;O;2024-02-09;12:50:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;PROBLEME DE TRANSPORT;O;2024-02-12;08:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;PROBLEME DE TRANSPORT;O;2024-02-14;08:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;PROBLEME DE TRANSPORT;O;2024-02-19;08:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;SANS EXCUSES;O;2024-02-19;15:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;PROBLEME DE TRANSPORT;O;2024-03-13;08:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;PROBLEME DE TRANSPORT;O;2024-03-14;08:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;PROBLEME DE TRANSPORT;O;2024-03-25;08:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;PROBLEME DE TRANSPORT;O;2024-04-01;08:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;SANS EXCUSES;O;2024-04-02;09:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;PROBLEME DE TRANSPORT;O;2024-04-05;08:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;SANS EXCUSES;O;2024-04-16;10:10:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;PROBLEME DE TRANSPORT;O;2024-04-17;08:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;PROBLEME DE TRANSPORT;O;2024-05-24;08:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;PROBLEME DE TRANSPORT;O;2024-05-30;08:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;PROBLEME DE TRANSPORT;O;2024-06-06;08:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4B;PROBLEME DE TRANSPORT;O;2024-06-10;08:00:00;00:05:00;X4uTUNhVzKHOzZeGON8lJy3uQkbEH84AksBBOojYiBg
4C;SANS EXCUSES;O;2023-10-13;15:00:00;00:05:00;c3xVW4Y2abSa5RDcCqifTDyb1sVxLZ8zv0APgEB7l2Y
4C;SANS EXCUSES;O;2023-11-27;11:10:00;00:05:00;c3xVW4Y2abSa5RDcCqifTDyb1sVxLZ8zv0APgEB7l2Y
4C;SANS EXCUSES;O;2024-01-26;13:50:00;00:05:00;c3xVW4Y2abSa5RDcCqifTDyb1sVxLZ8zv0APgEB7l2Y
4C;SANS EXCUSES;O;2024-01-29;10:10:00;00:05:00;c3xVW4Y2abSa5RDcCqifTDyb1sVxLZ8zv0APgEB7l2Y
4C;SANS EXCUSES;O;2024-02-12;15:00:00;00:05:00;c3xVW4Y2abSa5RDcCqifTDyb1sVxLZ8zv0APgEB7l2Y
4C;SANS EXCUSES;O;2024-04-05;10:10:00;00:05:00;c3xVW4Y2abSa5RDcCqifTDyb1sVxLZ8zv0APgEB7l2Y
6C;PROBLEME DE TRANSPORT;O;2023-12-15;08:00:00;00:05:00;4qf5qCWoQo6CT1uYjDc3vDXzdakeHzd_qwU14BFs89I
4C;SANS EXCUSES;O;2024-01-26;13:50:00;00:05:00;83r2W_WAssx0CCXJrsOndBNRAsRKBtMx7CtvDNZcmtI
4C;SANS EXCUSES;O;2024-01-29;10:10:00;00:05:00;83r2W_WAssx0CCXJrsOndBNRAsRKBtMx7CtvDNZcmtI
4C;SANS EXCUSES;O;2024-02-12;15:00:00;00:05:00;83r2W_WAssx0CCXJrsOndBNRAsRKBtMx7CtvDNZcmtI
2C;SANS EXCUSES;O;2023-09-18;15:00:00;00:05:00;KC8CI-9Th5bhfA1lyf5DIgjkQvqT7DV82HsmmbbUb48
2C;PROBLEME DE TRANSPORT;O;2023-10-06;08:00:00;00:05:00;KC8CI-9Th5bhfA1lyf5DIgjkQvqT7DV82HsmmbbUb48
2C;SANS EXCUSES;O;2023-11-14;09:00:00;00:05:00;KC8CI-9Th5bhfA1lyf5DIgjkQvqT7DV82HsmmbbUb48
4C;SANS EXCUSES;O;2024-01-29;10:10:00;00:05:00;pR058NudH3R0DsmCCDN597YygL5k9eesVykrG3Or-VQ
4C;PROBLEME DE TRANSPORT;O;2024-02-01;08:00:00;00:05:00;pR058NudH3R0DsmCCDN597YygL5k9eesVykrG3Or-VQ
4C;SANS EXCUSES;O;2024-02-01;13:50:00;00:05:00;pR058NudH3R0DsmCCDN597YygL5k9eesVykrG3Or-VQ
3A;SANS EXCUSES;O;2024-03-25;16:00:00;00:05:00;OuwlkLVMjN5W9VqxPK5E70jXp59RCau48jFjVnkhbEc
3A;Motif non encore connu;N;2024-05-31;13:50:00;00:05:00;OuwlkLVMjN5W9VqxPK5E70jXp59RCau48jFjVnkhbEc
6C;SANS EXCUSES;O;2023-09-11;13:50:00;00:05:00;j9_58uMm0GrAm8O0XFb9bhoAaWzmhS-FgLrJgOsVS8w
6C;SANS EXCUSES;O;2024-01-18;13:50:00;00:05:00;j9_58uMm0GrAm8O0XFb9bhoAaWzmhS-FgLrJgOsVS8w
6C;SANS EXCUSES;O;2024-01-24;11:10:00;00:05:00;j9_58uMm0GrAm8O0XFb9bhoAaWzmhS-FgLrJgOsVS8w
6C;SANS EXCUSES;O;2024-02-06;16:00:00;00:05:00;j9_58uMm0GrAm8O0XFb9bhoAaWzmhS-FgLrJgOsVS8w
6C;SANS EXCUSES;O;2024-03-20;09:00:00;00:05:00;j9_58uMm0GrAm8O0XFb9bhoAaWzmhS-FgLrJgOsVS8w
6C;SANS EXCUSES;O;2024-05-29;11:10:00;00:05:00;j9_58uMm0GrAm8O0XFb9bhoAaWzmhS-FgLrJgOsVS8w
2A;SANS EXCUSES;O;2023-09-19;12:50:00;00:05:00;2eX6Ptr4UVl8dUTBpqrGKzYJobgX1dd_amwPpv2oFk0
2A;Motif non encore connu;N;2024-06-06;09:00:00;00:10:00;2eX6Ptr4UVl8dUTBpqrGKzYJobgX1dd_amwPpv2oFk0
4A;SANS EXCUSES;O;2023-09-14;15:00:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;SANS EXCUSES;O;2023-09-21;11:10:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;PROBLEME DE TRANSPORT;O;2023-09-26;08:00:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;PROBLEME DE TRANSPORT;O;2023-11-07;08:00:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;PROBLEME DE TRANSPORT;O;2023-11-15;08:00:00;00:10:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;SANS EXCUSES;O;2023-11-21;15:00:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;SANS EXCUSES;O;2023-12-04;10:10:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;SANS EXCUSES;O;2023-12-04;16:00:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;SANS EXCUSES;O;2023-12-05;15:00:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;SANS EXCUSES;O;2023-12-12;10:10:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;SANS EXCUSES;O;2023-12-12;15:00:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;PROBLEME DE TRANSPORT;O;2023-12-19;08:00:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;SANS EXCUSES;O;2023-12-19;15:00:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;SANS EXCUSES;O;2024-01-09;10:10:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;SANS EXCUSES;O;2024-01-16;10:10:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;SANS EXCUSES;O;2024-01-23;10:10:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;PROBLEME DE TRANSPORT;O;2024-01-31;08:00:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;PROBLEME DE TRANSPORT;O;2024-02-01;08:00:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;SANS EXCUSES;O;2024-02-01;13:50:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;SANS EXCUSES;O;2024-02-06;10:10:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;SANS EXCUSES;O;2024-02-13;15:00:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;SANS EXCUSES;O;2024-02-15;13:50:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;SANS EXCUSES;O;2024-02-22;15:00:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;PROBLEME DE TRANSPORT;O;2024-03-19;08:00:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;PROBLEME DE TRANSPORT;O;2024-03-20;08:00:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;SANS EXCUSES;O;2024-04-08;10:10:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;SANS EXCUSES;O;2024-04-16;10:10:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;SANS EXCUSES;O;2024-05-24;10:10:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;SANS EXCUSES;O;2024-05-28;10:10:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;SANS EXCUSES;O;2024-06-04;10:10:00;00:05:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;Motif non encore connu;N;2024-06-10;12:50:00;00:03:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
4A;Motif non encore connu;N;2024-06-13;13:50:00;00:07:00;sCYOzSxlOIRsCHZ2ZwGKZlPcEllwwBOQO2NenbyNecI
2C;SANS EXCUSES;O;2023-12-12;09:00:00;00:05:00;vlGS65G2uTHK-S-uustlPxCruoiNealjos2mM3l5O6A
2C;PROBLEME DE TRANSPORT;O;2024-05-20;08:00:00;00:05:00;vlGS65G2uTHK-S-uustlPxCruoiNealjos2mM3l5O6A
Terminale;PROBLEME DE TRANSPORT;O;2024-04-15;08:00:00;00:05:00;5xcV5br7C2zJrSB4kT1HwK3uQvS7K2z9ugBLhuEOl10
Terminale;PROBLEME DE TRANSPORT;O;2024-05-14;08:00:00;00:05:00;5xcV5br7C2zJrSB4kT1HwK3uQvS7K2z9ugBLhuEOl10
Terminale;PROBLEME DE TRANSPORT;O;2024-05-20;08:00:00;00:05:00;5xcV5br7C2zJrSB4kT1HwK3uQvS7K2z9ugBLhuEOl10
6C;SANS EXCUSES;O;2023-09-11;13:50:00;00:05:00;o-V6pAyewRtccY7q-YKRMiOpp_3siUkpRFjmN4A4kzw
3C;PROBLEME DE TRANSPORT;O;2023-09-25;08:00:00;00:05:00;uMSzpFm8TAOYVLNFwxH2uwYxEJGi8jKoowFykTO2e30
1B/C;PROBLEME DE TRANSPORT;O;2023-09-06;08:00:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;PROBLEME DE TRANSPORT;O;2023-09-14;10:10:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;PROBLEME DE TRANSPORT;O;2023-10-02;08:00:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;SANS EXCUSES;O;2023-10-03;10:10:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;PROBLEME DE TRANSPORT;O;2023-10-05;08:00:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;PROBLEME DE TRANSPORT;O;2023-11-14;08:00:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;SANS EXCUSES;O;2023-11-14;11:10:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;SANS EXCUSES;O;2023-11-23;13:50:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;SANS EXCUSES;O;2023-11-27;09:00:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;SANS EXCUSES;O;2023-12-06;10:10:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;PROBLEME DE TRANSPORT;O;2023-12-11;08:00:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;PROBLEME DE TRANSPORT;O;2023-12-15;08:00:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;Motif non encore connu;N;2023-12-20;10:10:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;PROBLEME DE TRANSPORT;O;2024-01-10;10:10:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;Motif non encore connu;N;2024-01-18;13:50:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;SANS EXCUSES;O;2024-02-01;10:10:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;PROBLEME DE TRANSPORT;O;2024-02-07;13:50:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;PROBLEME DE TRANSPORT;O;2024-02-08;08:00:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;PROBLEME DE TRANSPORT;O;2024-02-12;08:00:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;SANS EXCUSES;O;2024-02-20;11:10:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;PROBLEME DE TRANSPORT;O;2024-03-11;08:00:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;Motif non encore connu;N;2024-03-15;15:00:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;PROBLEME DE TRANSPORT;O;2024-03-18;08:00:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;Motif non encore connu;N;2024-03-21;10:10:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;PROBLEME DE TRANSPORT;O;2024-03-22;08:00:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;Motif non encore connu;N;2024-03-28;12:50:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;Motif non encore connu;N;2024-04-04;13:50:00;00:20:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;SANS EXCUSES;O;2024-04-18;10:10:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
1B/C;PROBLEME DE TRANSPORT;O;2024-04-19;08:00:00;00:05:00;dHztjQ5NyqTuPnEJvGpjEGUTu_Rm4guUqHK_QvYpNfo
6B;SANS EXCUSES;O;2023-12-04;13:50:00;00:05:00;6f40NN6_onsOjdsNneeUruTeNvn2kiFwOW5zKB7gQlI
6B;PROBLEME DE TRANSPORT;O;2023-12-22;08:00:00;00:05:00;6f40NN6_onsOjdsNneeUruTeNvn2kiFwOW5zKB7gQlI
6B;SANS EXCUSES;O;2024-03-19;12:50:00;00:05:00;6f40NN6_onsOjdsNneeUruTeNvn2kiFwOW5zKB7gQlI
6B;Motif non encore connu;N;2024-06-07;13:50:00;00:05:00;6f40NN6_onsOjdsNneeUruTeNvn2kiFwOW5zKB7gQlI
1B/C;Motif non encore connu;N;2023-12-21;12:50:00;00:05:00;pycDC0nq1KaWoRUUh1d3vyBeAUdIBEozFC2aUiTKTB0
3C;PROBLEME DE TRANSPORT;O;2023-09-22;08:00:00;00:05:00;KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q
3C;SANS EXCUSES;O;2023-11-13;15:00:00;00:05:00;KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q
3C;PROBLEME DE TRANSPORT;O;2023-11-15;08:00:00;00:10:00;KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q
3C;PROBLEME DE TRANSPORT;O;2023-11-23;08:00:00;00:05:00;KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q
3C;PROBLEME DE TRANSPORT;O;2023-11-28;08:00:00;00:05:00;KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q
3C;PROBLEME DE TRANSPORT;O;2023-11-29;08:00:00;00:05:00;KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q
3C;PROBLEME DE TRANSPORT;O;2023-12-07;08:00:00;00:05:00;KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q
3C;PROBLEME DE TRANSPORT;O;2024-01-09;08:00:00;00:05:00;KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q
3C;PROBLEME DE TRANSPORT;O;2024-01-29;08:00:00;00:05:00;KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q
3C;PROBLEME DE TRANSPORT;O;2024-01-31;08:00:00;00:05:00;KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q
3C;PROBLEME DE TRANSPORT;O;2024-02-05;08:00:00;00:05:00;KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q
3C;SANS EXCUSES;O;2024-02-05;15:00:00;00:05:00;KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q
3C;PROBLEME DE TRANSPORT;O;2024-02-13;08:00:00;00:05:00;KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q
3C;PROBLEME DE TRANSPORT;O;2024-02-15;08:00:00;00:05:00;KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q
3C;SANS EXCUSES;O;2024-03-11;15:00:00;00:05:00;KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q
3C;SANS EXCUSES;O;2024-03-27;10:10:00;00:05:00;KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q
3C;PROBLEME DE TRANSPORT;O;2024-04-22;08:00:00;00:05:00;KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q
3C;PROBLEME DE TRANSPORT;O;2024-05-13;08:00:00;00:05:00;KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q
3C;PROBLEME DE TRANSPORT;O;2024-05-15;08:00:00;00:05:00;KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q
3C;PROBLEME DE TRANSPORT;O;2024-05-22;08:00:00;00:05:00;KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q
3C;PROBLEME DE TRANSPORT;O;2024-05-23;08:00:00;00:05:00;KFFZXli8vSvWUuMnM7wqAFCVIdLourxabZ-lHno_S4Q
5C;DIVERS;O;2023-09-06;10:10:00;00:05:00;PRKXZXVpB7VuABB-FavyfzKffXdDZfVABEfPKVTsMjw
5B;PROBLEME DE TRANSPORT;O;2023-09-13;08:00:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;SANS EXCUSES;O;2023-09-14;13:50:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;PROBLEME DE TRANSPORT;O;2023-09-15;08:00:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;PROBLEME DE TRANSPORT;O;2023-09-22;08:00:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;Motif non encore connu;N;2023-09-25;08:00:00;00:12:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;PROBLEME DE TRANSPORT;O;2023-10-02;08:00:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;PROBLEME DE TRANSPORT;O;2023-11-17;08:00:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;PROBLEME DE TRANSPORT;O;2023-11-20;08:00:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;PROBLEME DE TRANSPORT;O;2023-11-21;08:00:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;PROBLEME DE TRANSPORT;O;2023-11-24;08:00:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;PROBLEME DE TRANSPORT;O;2023-11-27;08:00:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;SANS EXCUSES;O;2023-12-19;15:00:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;PROBLEME DE TRANSPORT;O;2024-01-08;08:00:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;PROBLEME DE TRANSPORT;O;2024-01-17;08:00:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;PROBLEME DE TRANSPORT;O;2024-01-30;08:00:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;PROBLEME DE TRANSPORT;O;2024-02-02;08:00:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;PROBLEME DE TRANSPORT;O;2024-02-08;08:00:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;PROBLEME DE TRANSPORT;O;2024-02-16;08:00:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;PROBLEME DE TRANSPORT;O;2024-02-23;08:00:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;SANS EXCUSES;O;2024-03-12;10:10:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;SANS EXCUSES;O;2024-03-26;13:50:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;PROBLEME DE TRANSPORT;O;2024-04-26;08:00:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
5B;PROBLEME DE TRANSPORT;O;2024-05-13;08:00:00;00:05:00;kOVF88m42DC3sO1NghNkwLzq9R1hd27-OV-n3bm1GEw
